"student_id","student_first_name","student_middle_name","student_last_name","student_mother_name","student_class","student_section","student_mob_no","student_email_id","student_aadhar_card_no","student_college_name","student_department_name","student_status","student_grade","student_address","student_address_postal_code","student_city_name","student_state_name","student_country_name","student_date_of_birth"
6341,"Christine","Samantha","Graves","Caitlyn","6","D","5664356582","christine.graves6341@example.com","665884412570","Estes-Scott College","Mechanical","Active","D","124 Shirley Valley, Johnshire, AK 73660","45659","Keyhaven","Hawaii","Netherlands Antilles","2002-11-11"
6342,"Terri","Daniel","Silva","Makayla","8","C","1381553226","terri.silva6342@example.com","191052142858","Love Group College","Civil","Graduated","B","60281 Walker Ramp Suite 016, Brockmouth, NM 16281","17189","Autumntown","Colorado","Iceland","2001-03-04"
6343,"Julie","Jessica","Willis","Joyce","1","B","6655051207","julie.willis6343@example.com","671098688230","Delgado Ltd College","Electronics","Inactive","D","687 Michael Ferry Suite 731, East Jacob, DE 47989","02363","Batesfort","Alabama","Suriname","2001-07-31"
6344,"Bryan","Beth","Jones","Sabrina","6","D","5085118593","bryan.jones6344@example.com","452627514142","Olson Ltd College","Electronics","Active","B","6364 Amanda View Apt. 149, Gardnerport, GA 24321","09004","Lake Gregory","Colorado","French Polynesia","2001-12-15"
6345,"Anthony","Matthew","Berry","Stacey","11","C","5619020101","anthony.berry6345@example.com","515349124864","Moore-Brown College","Mechanical","Graduated","C","4601 Obrien Row, East Benjamin, IL 10302","45207","South Kimberly","Kentucky","Costa Rica","2004-06-13"
6346,"David","Amber","Parker","Patricia","8","D","2514370780","david.parker6346@example.com","729967976238","Gordon, Zuniga and Avila College","Civil","Inactive","B","497 Sandoval Springs Apt. 895, Roychester, OK 58850","71852","North Fredhaven","Kentucky","Suriname","2005-12-08"
6347,"Christopher","Jesse","Andersen","Courtney","12","A","2413980683","christopher.andersen6347@example.com","135454580393","Brown PLC College","Civil","Active","C","USCGC Walters, FPO AA 46015","98808","Snyderfort","South Carolina","Thailand","2005-11-11"
6348,"Gregory","Richard","Hale","Jennifer","12","A","2952729249","gregory.hale6348@example.com","330716345996","Aguilar, Rodriguez and George College","Mechanical","Inactive","D","66447 Alexander Spur, East Emily, VT 67262","47569","West Lisamouth","Wyoming","Cayman Islands","1999-09-11"
6349,"Amy","Amanda","Powers","Barbara","2","A","9011926005","amy.powers6349@example.com","681071625333","Kennedy, Cardenas and Dean College","Electronics","Inactive","B","USCGC Green, FPO AP 50005","63396","Mathiston","Arizona","Tajikistan","2001-08-06"
6350,"Donald","Reginald","Hill","Rebecca","7","B","1928745207","donald.hill6350@example.com","798544388649","Nelson-Warren College","MBA","Active","A","USNS Hurst, FPO AA 40481","56808","North Ryan","Hawaii","Burundi","2008-01-11"
6351,"Stephanie","Christy","Weaver","Victoria","10","C","5672243039","stephanie.weaver6351@example.com","331528250148","Joseph and Sons College","MBA","Graduated","D","020 Maria Harbors, Port Michaelfort, ID 33570","32498","Lake Jennifer","Oklahoma","Liberia","2007-11-13"
6352,"Lindsey","Stephanie","Kim","Amanda","4","B","0547652436","lindsey.kim6352@example.com","604440493510","Schmidt Inc College","Civil","Inactive","D","PSC 7843, Box 1040, APO AA 50894","79285","New Jeffrey","West Virginia","Tuvalu","2006-04-18"
6353,"Juan","April","Holt","Jennifer","5","D","5153536798","juan.holt6353@example.com","655183111627","Blanchard, Marsh and Wolf College","IT","Graduated","A","1204 Benson Lodge, Lake Frankburgh, CA 50198","60135","Kingmouth","Alaska","Belarus","2005-01-09"
6354,"Jaime","Christopher","Campbell","Laurie","3","B","5654005190","jaime.campbell6354@example.com","595911811911","Schwartz, Richardson and Riggs College","Mechanical","Inactive","A","8708 Michael Grove Suite 983, Lake Brenda, MI 46884","43718","South Amyfurt","Ohio","Antarctica (the territory South of 60 deg S)","2000-11-24"
6355,"Jesse","Frank","Carr","Samantha","9","D","8919908307","jesse.carr6355@example.com","775771946165","Moses, Jennings and Durham College","Computer Science","Active","A","9778 William Creek Suite 674, Sarahview, LA 65938","03131","Cheyennestad","Michigan","Cuba","2002-06-07"
6356,"Vanessa","Gregory","Manning","Anna","12","D","5569342276","vanessa.manning6356@example.com","853422167158","Martinez Group College","Computer Science","Graduated","D","12254 Thomas Throughway, Katherineshire, DE 45395","98164","Thomasfort","Kentucky","Bahamas","2008-07-21"
6357,"Wendy","Courtney","Bradley","Mary","7","D","8880566888","wendy.bradley6357@example.com","812297416082","Ruiz-Randall College","Electrical","Inactive","A","34143 Mcgrath Mall, South Catherinebury, WA 71921","05747","Mccannview","North Dakota","Syrian Arab Republic","2002-07-25"
6358,"Michael","Marvin","Murphy","Annette","12","A","0623138787","michael.murphy6358@example.com","725978968790","Morris PLC College","Electronics","Graduated","D","9941 Mclaughlin Court Apt. 424, Saraview, AR 73071","09565","Walshville","California","Portugal","1999-10-24"
6359,"Laura","James","Martinez","Annette","8","C","3813476652","laura.martinez6359@example.com","408993260559","Schmidt PLC College","Electronics","Active","A","Unit 0344 Box 4863, DPO AE 84001","46147","Petersonborough","Maine","British Virgin Islands","2001-12-01"
6360,"Michael","Jessica","Green","Stacy","6","A","4251338818","michael.green6360@example.com","110407599296","Reed, Coleman and Smith College","Computer Science","Inactive","B","960 Beasley Gateway, Markview, FL 95200","39705","Ashleybury","Rhode Island","Bangladesh","2002-05-07"
6361,"Alexis","Tammy","Hopkins","Christy","1","D","6957033595","alexis.hopkins6361@example.com","847378893048","Harvey LLC College","Computer Science","Active","A","PSC 9833, Box 6377, APO AP 30508","50168","North Elizabeth","Minnesota","Antarctica (the territory South of 60 deg S)","2006-11-03"
6362,"Thomas","Joseph","Medina","Shelby","6","A","6687084061","thomas.medina6362@example.com","932538943563","Howard-Brown College","Electronics","Inactive","A","193 Rogers Crest Apt. 688, Whiteland, TX 20971","76665","Rachelfurt","Colorado","Belgium","2007-06-19"
6363,"Veronica","Jessica","Wood","Elizabeth","7","B","1768852227","veronica.wood6363@example.com","515651689648","Williams-Wilson College","Electrical","Inactive","B","Unit 2812 Box 3303, DPO AA 18393","55480","Leonshire","Hawaii","Austria","2005-09-02"
6364,"Amy","Joseph","Diaz","Wendy","10","C","2288428362","amy.diaz6364@example.com","925126431851","Horn-Kaiser College","Electronics","Graduated","D","956 Adams Motorway Apt. 128, Michaelmouth, AZ 38700","85489","New Miguelland","Louisiana","Kuwait","2004-03-27"
6365,"Danielle","Mason","Taylor","Donna","2","D","1692323709","danielle.taylor6365@example.com","800380679848","Tanner-Woods College","Mechanical","Inactive","D","54318 Peggy Bridge Suite 625, North Laura, WV 76000","02542","Michelleburgh","Illinois","Gabon","2000-01-19"
6366,"Shelly","Ashley","Hayes","Jessica","9","D","6830144652","shelly.hayes6366@example.com","958067999843","Roberts-Porter College","Mechanical","Graduated","D","7291 Campbell Walks Suite 668, Bakertown, WA 53552","62127","Lake Jennyborough","Hawaii","Guadeloupe","2007-01-02"
6367,"Caitlyn","Brandi","Strickland","Linda","9","C","7029144148","caitlyn.strickland6367@example.com","337563580233","Gonzales Ltd College","IT","Inactive","B","24532 Ryan Neck, Millerhaven, AL 49823","15869","North Ralph","Arizona","Fiji","2005-03-13"
6368,"Michael","Rebecca","Harrell","Brandi","10","C","4638391777","michael.harrell6368@example.com","672708048863","Wallace, Gray and Jacobson College","IT","Graduated","C","Unit 3554 Box 7265, DPO AP 12760","74193","Owensland","Montana","Mongolia","2006-05-31"
6369,"Jesse","Angela","Vaughn","Jordan","6","B","3663782702","jesse.vaughn6369@example.com","551683080098","Galvan, Marshall and Rodriguez College","Electronics","Active","A","3520 Key Highway Apt. 438, Port Brian, VT 60312","07605","Houstonville","California","Spain","2005-08-13"
6370,"Christine","Cynthia","Myers","Emily","6","C","0419149279","christine.myers6370@example.com","462768084179","Ramos, Todd and Young College","IT","Active","A","7807 Nicole Wall, Olsonborough, LA 77442","53107","Brittneyfort","Maine","Eritrea","2007-08-24"
6371,"Karina","Julia","Davis","Angela","6","B","5757820196","karina.davis6371@example.com","863349563063","Walsh-Smith College","Civil","Inactive","C","3160 Christine Grove Suite 560, New Alexander, HI 40257","94155","Port Timothy","Washington","Niue","2000-02-13"
6372,"Dawn","Mary","Wilson","Colleen","2","B","5610853390","dawn.wilson6372@example.com","712988178846","Hudson-Prince College","Civil","Inactive","D","292 Heather Shoal Apt. 361, Annemouth, NV 93580","65013","Valdezstad","Michigan","Serbia","2006-10-30"
6373,"William","Lori","King","Amber","6","D","5320873596","william.king6373@example.com","493489239648","Scott PLC College","Electrical","Graduated","A","158 Darlene Stream Suite 703, Wesleyborough, AR 08791","91311","Taylorhaven","Delaware","Western Sahara","2003-11-25"
6374,"Lance","Amber","Davis","Anna","9","B","4915895597","lance.davis6374@example.com","248191814562","Davis LLC College","Mechanical","Inactive","D","8247 Sara Groves, Beckerland, VA 75267","67180","Rebeccastad","Oregon","Egypt","2005-11-25"
6375,"Austin","Jennifer","Moore","Miranda","1","A","0740493913","austin.moore6375@example.com","799531567753","Harvey, Cummings and Pierce College","Computer Science","Active","D","920 Kaitlin Stravenue Suite 749, Port Donald, KY 13524","58064","Bryanshire","New Hampshire","Mongolia","2007-09-04"
6376,"Kyle","Keith","Jackson","Danielle","1","A","7094923117","kyle.jackson6376@example.com","326580067619","Elliott Ltd College","IT","Graduated","B","953 Michael Key Apt. 368, Jacobtown, AZ 05728","24861","Garciaberg","Oregon","French Polynesia","2001-10-14"
6377,"Crystal","Evan","Mathews","Madison","11","D","3820125719","crystal.mathews6377@example.com","159239151877","Gates-Ellis College","MBA","Graduated","C","728 Jared Port Apt. 329, New Davidport, NY 12376","80404","Lake Candice","Vermont","Morocco","2007-02-13"
6378,"David","Daniel","Allen","Brittany","7","A","5159315024","david.allen6378@example.com","246674850375","Abbott-Fischer College","Civil","Graduated","D","251 Alexis Land, Philipshire, MT 19320","52954","Silvahaven","Massachusetts","Sri Lanka","2007-10-02"
6379,"Joshua","Rachel","Wilson","Alyssa","2","C","3068577038","joshua.wilson6379@example.com","338059277860","Owens-Bailey College","IT","Active","C","555 Robert Union Suite 474, Griffinberg, CA 21078","98936","South Lisafort","Hawaii","Saudi Arabia","2004-09-06"
6380,"Melissa","Neil","Robles","Emily","5","A","6466571408","melissa.robles6380@example.com","235140350832","Jones, Flores and Carroll College","IT","Active","D","8788 Joseph Estates Suite 358, Walkerbury, CA 65406","53509","Fowlerland","Texas","Venezuela","2006-12-02"
6381,"Eric","Noah","Kim","Jeanette","2","C","0676378532","eric.kim6381@example.com","395596224310","Robinson Ltd College","Civil","Graduated","D","529 Torres Shores Suite 609, Vaughanshire, MO 48325","32329","East Maryshire","Arkansas","Jordan","2003-11-09"
6382,"Lori","Shirley","Donovan","Elizabeth","9","B","3655517284","lori.donovan6382@example.com","254719566938","Cochran Ltd College","Civil","Graduated","B","2727 Kathleen Causeway Suite 754, Davisburgh, VT 85280","57291","South Jasonhaven","Nebraska","Georgia","1999-10-01"
6383,"Nicole","Jasmine","Anderson","Katelyn","3","A","9080967584","nicole.anderson6383@example.com","282198750175","Nelson, Strickland and Williams College","MBA","Graduated","D","3050 Zamora Junctions, Carolinechester, NV 49390","32465","Alexandertown","Delaware","Bolivia","2005-09-01"
6384,"Matthew","Virginia","Brown","Alicia","3","B","0888437871","matthew.brown6384@example.com","418338374371","Anderson-Hurley College","MBA","Active","D","945 Moore Cliff Suite 750, Carriefort, RI 26613","82874","South Erinstad","Kentucky","Indonesia","2007-02-19"
6385,"Nancy","John","Wilson","Audrey","8","D","0857810800","nancy.wilson6385@example.com","688462340931","Parker-Russo College","MBA","Active","B","675 Brown Point Apt. 545, West Teresaport, ME 71986","26085","South Kellyton","Iowa","Argentina","2000-08-05"
6386,"Eric","Alyssa","Schmidt","Monica","12","D","0905391295","eric.schmidt6386@example.com","652498760126","Oconnell Group College","MBA","Active","A","7414 Campbell Gardens Apt. 083, South Kylemouth, DC 64737","88969","West Davidburgh","Arizona","Maldives","2004-12-23"
6387,"Stephen","Jonathan","Holmes","Meghan","5","B","3298677925","stephen.holmes6387@example.com","257709923930","Little-Clark College","Civil","Active","C","4600 Nicholas View Apt. 507, Cookemouth, NJ 93349","84054","Camposmouth","North Carolina","Czech Republic","2001-05-27"
6388,"Theresa","Bradley","Salazar","Megan","6","A","3902402047","theresa.salazar6388@example.com","839081388122","Long-Howard College","Computer Science","Graduated","C","82289 Elizabeth Cliffs Apt. 365, Dawnfurt, UT 92120","24790","Aguilarhaven","Maryland","Pitcairn Islands","2004-11-23"
6389,"Richard","Stephen","Dickerson","Jill","6","D","0915682800","richard.dickerson6389@example.com","994112152024","Rogers-Jimenez College","Computer Science","Inactive","A","9956 Sandra Port, New Christine, CA 54191","32006","West Laura","Pennsylvania","Vanuatu","2006-02-03"
6390,"Phillip","George","Turner","Alice","8","A","5218231611","phillip.turner6390@example.com","109593541210","Rodriguez, Taylor and Wolf College","Computer Science","Inactive","D","528 Austin Lodge, Lake Kimberly, KS 95315","20153","West Joseph","Wisconsin","Latvia","2008-06-07"
6391,"Tina","Penny","Freeman","Brittney","1","B","1309477020","tina.freeman6391@example.com","488639699084","Bennett and Sons College","Computer Science","Inactive","B","24762 Thomas Harbors, Port Scott, NJ 62595","56217","Robertsshire","Tennessee","Hungary","2007-12-21"
6392,"Melissa","Rachel","Miller","Bonnie","5","C","7623670491","melissa.miller6392@example.com","133159063347","Roberts-Gregory College","Civil","Inactive","C","USNV Taylor, FPO AE 06337","47699","Lake Stuartbury","Maryland","Kiribati","2002-10-17"
6393,"Richard","Kristen","Garza","Emily","8","B","8836888809","richard.garza6393@example.com","471494267221","Johnson and Sons College","IT","Graduated","C","051 Wilson Field, Lake Brian, FL 94432","36127","Mackenzieberg","Georgia","Guernsey","2003-06-30"
6394,"Diana","Gabrielle","Daniels","April","4","D","2601593390","diana.daniels6394@example.com","307781265712","Howard Group College","Electrical","Inactive","D","55268 Haynes Mount Apt. 211, Port Matthew, CT 10897","24129","Petersonville","Hawaii","Burkina Faso","2008-02-29"
6395,"Kelly","Jim","Rush","Sharon","11","B","0059252207","kelly.rush6395@example.com","117514919698","Roman-May College","Computer Science","Inactive","A","87495 Knight Burg, New Rodney, ND 57724","13569","New Hollymouth","Wyoming","Denmark","2007-08-10"
6396,"Patricia","Gwendolyn","Garcia","Marie","4","D","5438405471","patricia.garcia6396@example.com","977495772706","Olsen-Krause College","Electronics","Inactive","C","Unit 6528 Box 0169, DPO AP 15573","71116","Dudleyfurt","New Hampshire","Isle of Man","2003-03-24"
6397,"John","John","Jensen","Tina","3","C","9411253313","john.jensen6397@example.com","866293451600","Martinez, Rose and Smith College","Electronics","Active","B","9177 Donald Field, New Ashley, IL 09188","38841","Harrischester","Indiana","Bulgaria","2007-09-14"
6398,"Leslie","Timothy","Butler","Robin","11","B","5198653210","leslie.butler6398@example.com","231541943976","Smith and Sons College","IT","Active","B","84136 Sanchez Knoll, South Jeremyberg, OK 92850","35373","Lake Barbaraburgh","Wyoming","United Arab Emirates","2006-12-24"
6399,"John","Vernon","Lewis","Brandy","11","C","7956422685","john.lewis6399@example.com","192706811303","Bennett, Patel and Lozano College","IT","Graduated","D","480 Joseph Prairie, New Russellland, OR 52831","93124","New Mitchell","Indiana","Dominican Republic","2003-03-24"
6400,"Katherine","Mark","Moore","Elizabeth","1","A","2731213806","katherine.moore6400@example.com","262004041184","Stephenson, Schwartz and Gonzales College","Mechanical","Active","C","60939 Thompson Rapid Apt. 840, Crossstad, CA 30962","92817","Powellside","Utah","Northern Mariana Islands","2001-11-09"
6401,"James","Ryan","Ramirez","Alexis","11","B","0174178089","james.ramirez6401@example.com","957548642023","Fitzpatrick, Sanford and Heath College","IT","Graduated","A","73279 Orozco Fields, Hammondside, NY 20856","95697","Lunaside","South Carolina","Namibia","2002-01-18"
6402,"William","William","Jackson","Shelby","1","D","9414832943","william.jackson6402@example.com","657372509915","Sanchez-Morton College","Civil","Graduated","A","507 Chris Rapids Suite 692, Paulville, GA 30749","35857","South Angelbury","Maine","Croatia","2000-03-28"
6403,"Janet","Jose","Kennedy","Rachel","11","A","7334345360","janet.kennedy6403@example.com","455833885820","Robinson, Williams and Moran College","IT","Inactive","A","031 Samantha Villages, South Edward, RI 86635","69434","Port Brittany","Florida","Nepal","2004-01-14"
6404,"Lee","Brenda","Harris","Melanie","11","A","4121609038","lee.harris6404@example.com","440032052230","Stark-Deleon College","Civil","Active","B","884 Robert Island Suite 674, South Christopherland, CT 38761","38827","Port Margaretberg","California","Ireland","2006-12-02"
6405,"Brianna","Belinda","Hill","Alison","4","D","4322544998","brianna.hill6405@example.com","262102659232","Duran-Barnes College","Electronics","Graduated","C","2128 Williams Place, Mcculloughborough, IA 75607","77577","Christinebury","Missouri","Oman","2006-05-10"
6406,"Cathy","Steven","Marshall","Holly","1","B","5222741865","cathy.marshall6406@example.com","825034770966","Sanchez, Farrell and Smith College","Civil","Graduated","D","45277 Sherman Pine Apt. 755, Lake Anne, KS 12806","61366","South Karen","Oklahoma","French Southern Territories","2006-10-18"
6407,"Jonathan","Philip","Pratt","Leah","2","B","5806587327","jonathan.pratt6407@example.com","159710067109","Gill, Aguilar and Long College","Electronics","Graduated","B","526 Adam Way, Jenniferborough, ID 27942","08981","Port Jessicaborough","South Dakota","Morocco","2007-11-16"
6408,"Yvonne","Brian","Tapia","Jill","6","C","1769305778","yvonne.tapia6408@example.com","118009598330","Moreno Inc College","Mechanical","Active","A","1584 Cross Throughway Apt. 825, West Seth, VA 37287","19918","Stephenmouth","Minnesota","Norfolk Island","2004-02-24"
6409,"Ashley","Robert","Medina","Kylie","12","A","2825138943","ashley.medina6409@example.com","179568468840","White and Sons College","Civil","Inactive","D","716 Austin Isle, West Eric, KS 88388","24296","Dianachester","Pennsylvania","Marshall Islands","2005-08-24"
6410,"Gary","Christina","Martinez","Julia","9","C","5628041737","gary.martinez6410@example.com","414180600894","Mccoy and Sons College","Mechanical","Inactive","B","Unit 0117 Box 2639, DPO AP 46018","76572","East Renee","Pennsylvania","Pakistan","2003-02-25"
6411,"Anthony","Laura","Mason","Leslie","2","C","4709759412","anthony.mason6411@example.com","476590953732","Brown, Mays and Buckley College","Computer Science","Graduated","D","6214 Michaela Tunnel Suite 965, Janicetown, NC 05639","93756","North Meganview","Georgia","Greenland","2007-04-21"
6412,"Jessica","Lisa","Davis","Deborah","7","C","8213487187","jessica.davis6412@example.com","347365557152","Quinn Inc College","MBA","Inactive","B","27325 Michelle Garden Suite 547, Port Williamhaven, KY 22437","31607","Brayfurt","Idaho","Djibouti","2002-04-04"
6413,"Lauren","Rick","Rice","Kathleen","8","C","0527801503","lauren.rice6413@example.com","214317408930","Davis and Sons College","MBA","Graduated","D","75849 Ashley Valleys, Faulknertown, CO 96717","95047","Sanchezshire","Idaho","Mongolia","2000-12-02"
6414,"Stuart","Willie","Olson","Marie","2","A","1269927477","stuart.olson6414@example.com","802061022747","Williamson and Sons College","Computer Science","Graduated","D","997 Jerry Coves, Scottview, VT 34433","58099","Karenport","Louisiana","Cote d'Ivoire","2005-02-13"
6415,"Tracie","Richard","Moore","Sandra","4","A","7850279365","tracie.moore6415@example.com","461974793580","Jenkins, Byrd and Saunders College","Mechanical","Graduated","C","821 Bryant Mountain, Crosshaven, ID 81699","27918","Geraldburgh","Alabama","French Southern Territories","2008-03-12"
6416,"Bradley","Frank","Flynn","Leah","7","C","8718680423","bradley.flynn6416@example.com","747077801823","Fischer-Thomas College","IT","Active","A","9957 Porter Valley, Myerschester, MO 17412","06164","Chavezburgh","Montana","Guernsey","2003-04-29"
6417,"Ruben","Randy","Cordova","Martha","8","B","8118742769","ruben.cordova6417@example.com","526423411066","Jenkins-Brown College","MBA","Inactive","A","521 Margaret Village Apt. 982, Watsontown, FL 52282","80733","New Dana","South Carolina","Turks and Caicos Islands","2000-07-16"
6418,"Alexandra","James","Boyle","Isabel","2","B","5261721071","alexandra.boyle6418@example.com","849224313759","Wood Ltd College","Electronics","Inactive","C","8659 Butler Lights Apt. 718, Valenciabury, VA 69302","03171","Shermanfurt","Alaska","Wallis and Futuna","2000-01-31"
6419,"Mark","Audrey","White","Mandy","7","C","3463767594","mark.white6419@example.com","997532822022","Ruiz Ltd College","Computer Science","Graduated","A","46118 Schmidt Throughway Suite 559, Fullerstad, WA 37439","46585","Lake Olivia","North Carolina","Nepal","2000-10-21"
6420,"Dennis","Samantha","Oconnell","Kathy","12","B","1375429855","dennis.oconnell6420@example.com","268778125169","Guerrero Inc College","Electrical","Inactive","A","326 Tracie Mews Suite 488, Taylorfort, AR 96884","43863","Lynnside","Hawaii","India","2003-02-09"
6421,"Martha","Eric","Garner","Stephanie","4","B","3511048455","martha.garner6421@example.com","823046184477","Bailey LLC College","Mechanical","Inactive","C","3795 Alan Summit Apt. 722, West Jennifer, ME 35122","09659","Brittanyton","Kansas","British Indian Ocean Territory (Chagos Archipelago)","2004-05-03"
6422,"Lisa","Joshua","Mcknight","Teresa","3","D","0175623088","lisa.mcknight6422@example.com","920185562918","Parker and Sons College","MBA","Inactive","B","Unit 8179 Box 0374, DPO AA 10563","95237","West Corytown","Pennsylvania","Northern Mariana Islands","2007-05-17"
6423,"Nancy","James","Miller","Amber","5","B","4519269439","nancy.miller6423@example.com","765836380598","Salinas-Thomas College","Computer Science","Graduated","C","890 Zachary Ways Apt. 204, Davishaven, WI 02439","07458","Cookemouth","Idaho","United Kingdom","2000-03-03"
6424,"Regina","Meagan","Hines","April","2","B","8458213253","regina.hines6424@example.com","887343668629","Parsons-Weeks College","Electrical","Inactive","B","55865 Phillip Pass, Josephton, MN 51051","77212","Martinezburgh","Nevada","Turkmenistan","2007-01-01"
6425,"Albert","Megan","Sandoval","Tiffany","5","C","5650777567","albert.sandoval6425@example.com","268924838654","Anderson-Wilson College","IT","Graduated","C","662 Christopher Glens, Ashleystad, CO 90228","06893","West Mollymouth","Pennsylvania","Saint Vincent and the Grenadines","2005-01-30"
6426,"Zachary","Maureen","Bell","Tara","7","C","6950772777","zachary.bell6426@example.com","646010835116","Hernandez, Bailey and Farrell College","MBA","Graduated","A","PSC 4082, Box 4190, APO AP 84557","62085","West Andre","Massachusetts","Falkland Islands (Malvinas)","2001-11-26"
6427,"Matthew","Michael","Collins","Kathryn","9","A","5241955319","matthew.collins6427@example.com","364176519077","Short-Mendoza College","Civil","Inactive","D","45146 Mccoy Plain, North Christineside, ND 16943","47926","Port Sarahborough","New Hampshire","United States Virgin Islands","2007-09-26"
6428,"Erica","Kyle","Walsh","Michelle","12","C","3784143323","erica.walsh6428@example.com","230521327703","Myers-Richards College","Computer Science","Inactive","C","5727 Jesse Fall Suite 163, Sandersburgh, MI 69902","35894","Castilloview","Washington","Oman","2002-06-18"
6429,"Victoria","Gregory","Rogers","Teresa","2","D","2696642151","victoria.rogers6429@example.com","260586868177","Crawford LLC College","Civil","Active","B","134 Stone Stravenue Apt. 543, East Gene, ND 80885","16270","Frankstad","Maryland","Andorra","2008-07-12"
6430,"Vicki","Troy","Martin","Heidi","4","A","2971256057","vicki.martin6430@example.com","365904018124","Nunez-Lopez College","Computer Science","Active","A","60926 Alexa Shore Suite 042, Kaitlinstad, FL 54059","22589","Lake Austinshire","Oregon","Niger","2008-03-21"
6431,"Stephanie","Jennifer","Jimenez","Julie","4","B","1160150043","stephanie.jimenez6431@example.com","355828856471","Baker, Davis and Davis College","Electrical","Graduated","D","PSC 0484, Box 9741, APO AE 33275","05026","Lake Amber","Delaware","Hong Kong","2007-01-28"
6432,"Tabitha","Pamela","Bailey","Emily","12","A","6279971963","tabitha.bailey6432@example.com","442299455880","Moore, Beard and Santos College","MBA","Active","D","90287 Johnston Island Suite 396, North Patrickmouth, KS 97910","19104","New Jenniferfurt","Texas","Cayman Islands","2004-01-01"
6433,"Scott","Jade","Freeman","Courtney","6","C","0283601454","scott.freeman6433@example.com","730493207467","Martinez-Miller College","IT","Graduated","B","890 Laurie Camp, East Emily, DE 24297","18594","Port Kaylaville","South Carolina","Samoa","2005-06-16"
6434,"Wendy","Justin","Villegas","Jacqueline","12","C","7081510925","wendy.villegas6434@example.com","468221558271","Mendoza, Parsons and Phillips College","IT","Inactive","B","158 Proctor Valley Apt. 389, Johnmouth, IA 10973","41106","Jenniferchester","Wisconsin","Saint Vincent and the Grenadines","2006-11-07"
6435,"Raymond","Diane","Park","Crystal","11","D","7315475616","raymond.park6435@example.com","247932179794","Patterson, Moore and Pena College","Civil","Active","C","USCGC Oliver, FPO AA 44071","66044","Gregorystad","Louisiana","Trinidad and Tobago","2004-09-26"
6436,"Edward","Jessica","Hall","April","10","D","1558224259","edward.hall6436@example.com","127400153697","Aguirre and Sons College","Mechanical","Active","A","314 David Fork Suite 219, Port Mathewborough, RI 02626","04419","South Scott","Massachusetts","United Arab Emirates","2003-05-22"
6437,"Melissa","Janet","Morrow","Samantha","2","B","5787993005","melissa.morrow6437@example.com","441905016051","Graham, Miller and Calderon College","Electrical","Graduated","A","1646 Joshua Villages Apt. 418, Perezbury, WV 88845","61063","South Zachary","Mississippi","Kuwait","2006-10-15"
6438,"Shawn","Alicia","Mcdonald","Jennifer","12","B","4976992751","shawn.mcdonald6438@example.com","281899115626","Martin Inc College","MBA","Active","B","281 Bruce Circles Suite 268, Eatontown, AK 82827","62968","Harveyport","Kentucky","Turks and Caicos Islands","2005-06-22"
6439,"Joseph","Cynthia","Peters","Patricia","7","A","7588829818","joseph.peters6439@example.com","950118828854","Fowler-Dunn College","Electrical","Graduated","D","963 Sherry Lake, Jonesfort, NY 57850","96162","East Stephaniemouth","New Hampshire","Guinea","2003-06-05"
6440,"Justin","Jonathan","Castaneda","Jessica","6","D","1931933826","justin.castaneda6440@example.com","353211023762","Mann Inc College","IT","Active","A","3693 David Street, East Tiffany, NJ 12885","57539","South Angie","Missouri","Slovenia","2000-01-12"
6441,"Matthew","Ann","Rivas","Victoria","4","D","8778025491","matthew.rivas6441@example.com","565695338743","Williams-Osborne College","Electrical","Inactive","C","Unit 4705 Box 1037, DPO AA 84212","61228","New Meghan","Florida","Nicaragua","1999-10-22"
6442,"Brandon","Kevin","Moore","Beverly","7","A","9154957734","brandon.moore6442@example.com","327204355443","Carr-Graham College","Electronics","Active","A","83872 Guzman Crescent, North Jacob, KS 18320","45495","North Reginaburgh","South Carolina","Norway","2004-06-16"
6443,"Robert","Cindy","Allen","Barbara","7","C","5731169929","robert.allen6443@example.com","945808602598","Williams PLC College","Electronics","Inactive","A","116 Henry Trail Apt. 646, Hatfieldmouth, WY 04791","69215","Lake Patrick","West Virginia","Guernsey","2005-05-15"
6444,"Robert","Miguel","Manning","Caitlin","12","B","7315925831","robert.manning6444@example.com","429483822780","Long Ltd College","MBA","Graduated","D","4659 Prince Union Apt. 809, Port Austin, KY 99168","52404","Lake Paulmouth","Nebraska","Congo","2005-01-19"
6445,"Lacey","Tiffany","Fields","Grace","10","D","7814754804","lacey.fields6445@example.com","624714050839","Johnson Ltd College","Electrical","Inactive","B","27331 Johnson Forks Apt. 446, Port Kyle, NE 48280","76380","Port Jameschester","Wisconsin","Saint Vincent and the Grenadines","2008-01-31"
6446,"Michelle","Megan","Allen","Lisa","1","C","5808268063","michelle.allen6446@example.com","214738475999","Lawrence PLC College","IT","Inactive","D","45082 Wagner Light Suite 967, Clarkberg, MN 44009","58840","South Madison","South Dakota","Morocco","2000-09-01"
6447,"Courtney","Julie","Howard","Molly","5","D","5397683713","courtney.howard6447@example.com","585762845467","Carroll-Hunt College","MBA","Graduated","C","0902 Alvarez Lake Suite 003, Timothyhaven, CO 60550","47626","Hunterstad","Kansas","Jordan","2002-12-16"
6448,"Megan","Deborah","Tanner","Ruth","6","B","5561305647","megan.tanner6448@example.com","631274646921","Aguirre Group College","IT","Inactive","B","229 Jesse Mountains Suite 587, Wrightchester, PA 42797","16949","East Jamesview","Delaware","Denmark","2007-02-15"
